fonte,categoria,citta,nome,indirizzo,telefono,sito,descrizione,note,punteggio
,Lavanderie,Saronno,ELLAS MULTISERVIZI SRL dal 1993 Facility management - Impresa di pulizie,"Via Prealpi, 22, 21047 Saronno VA, Italia",339 766 8846,https://www.ellasmultiservizi.it/,ELLAS MULTISERVIZI SRL dal 1993 Facility management - Impresa di pulizie a Saronno è un'impresa di pulizie e facility management. Consumi per attrezzature pulizia e sede.,"Tel 339 766 8846. Facility management, potenziale per contratti globali energia.",7
,Lavanderie,Cassano Magnago,LAVASECCO ECOLOGICO,"Via S. Giulio, 156, 21012 Cassano Magnago VA, Italia",389 640 6389,https://eco-wash-buddy.lovable.app/,LAVASECCO ECOLOGICO a Cassano Magnago è una lavanderia ecologica che utilizza metodi a basso impatto.,"Tel 389 640 6389. Lavanderia ecologica, forte sensibilità ambientale. Energia green come leva principale.",7
,Lavanderie,Fino Mornasco,Tintoria Iltep Srl,"Via Valle Mulini, 21, 22073 Fino Mornasco CO, Italia",031 655663,http://www.iltep.it/,Tintoria industriale a Fino Mornasco (Iltep Srl). Azienda strutturata con processi di tintura ad alto consumo energetico. Potenziale cliente industriale.,Contattare per audit energetico. Consumo termico ed elettrico presumibilmente alto.,7
,Lavanderie,Arona,Lavanderia Kristall,"Via Dormelletto, 3, 28041 Arona NO, Italia",379 199 1156,https://www.lavanderiakristall.com/,"Lavanderia a secco ad Arona con sistema WA Cleaner. Specializzata in capi pregiati, abiti da sposa e pellicce.",Lavanderia con macchinari specifici. Consumo medio-alto per lavaggio a secco.,7
,Lavanderie,Saronno,Clearkit S.r.l.,"Via Don Giovanni Bosco, 8 - 20811 Cesano Maderno (MB)",0362 585100,https://www.clearkit.it/,Clearkit realizza kit di posate in acciaio lavate e sanificate per ristorazione. Noleggio posate.,Lavaggio industriale posate. Consumi acqua calda/energia. Target medio.,6
,Lavanderie,Varese,OK Superlavasecco,"Viale Milano, 24, 21100 Varese VA, Italia",392 830 1617,https://www.oksuperlavasecco.it/,OK Superlavasecco a Varese è una lavanderia a secco professionale. Consumi per macchinari lavasecco e stiratura.,"Tel 392 830 1617. Lavanderia a secco, consumi medio-alti.",6
,Lavanderie,Gallarate,Stireria ILMI,"Via Acquedotto, 85, 21017 Samarate VA, Italia",0331 720377,http://www.stireriailmi.it/,Stireria ILMI a Gallarate è una stireria professionale. Consumi per ferri da stiro industriali e generatori vapore.,"Tel 0331 720377. Stireria professionale, consumi medio-alti.",6
,Lavanderie,Busto Arsizio,Lavanderia Self Service House of Laundry Speed Queen,"Via Gaeta, 1, 21052 Busto Arsizio VA, Italia",02 8286 0482,https://houseoflaundry.it/busto-arsizio/,Lavanderia Self Service House of Laundry Speed Queen a Busto Arsizio è una lavanderia self-service con macchine Speed Queen.,"Tel 02 8286 0482. Marchio Speed Queen, qualità professionale.",6
,Lavanderie,Saronno,TINTORIA Solaro,"Via G. Mazzini, 49, 20033 Solaro MI, Italia",340 346 3248,http://www.tintoriaitaliana.it/,TINTORIA Solaro a Saronno è una tintoria professionale. Consumi per macchinari specifici.,"Tel 340 346 3248. Tintoria, consumi specifici.",6
,Lavanderie,Cassano Magnago,Lavanderia Green Emerald,"Via G. Garibaldi, 93, 21012 Cassano Magnago VA, Italia",339 461 0080,https://www.tintolav.com/it/hygienfresh-point/visita-la-mappa/hfpoint/66-lavanderiagreenemerald.html,Lavanderia Green Emerald a Cassano Magnago è una lavanderia con nome che richiama il verde/sostenibilità.,"Tel 339 461 0080. Nome green, sensibilità ambientale. Energia rinnovabile come leva.",6
,Lavanderie,Mariano Comense,LavaJet 2,"Via Piave, 28, 22066 Mariano Comense CO, Italia",031 224 6665,https://lavajet2.it/,"Lavanderia a Mariano Comense, probabilmente parte del gruppo Lavajet. Servizi di lavaggio industriale per clienti business. Consumo energetico medio-alto.",Chiedere se sono collegati a Lavajet Milano. Potenziale cliente energy industriale.,6
,Lavanderie,Olgiate Comasco,Tintoria Aurelia,"Via S. Gerardo, 94, 22077 Olgiate Comasco CO, Italia",031 945139,https://m.facebook.com/Lavanderia-Tintoria-Aurelia-102190664786002/?ref=bookmarks,Tintoria a Olgiate Comasco con servizi di tintura e lavaggio. Attività specializzata che richiede macchinari specifici ad alta intensità energetica.,Tintorie hanno consumi termici elevati. Proporre soluzione energia gas/elettricità.,6
